id,tweet,label,disaster,tokenized,lemmatized,stemmed
'262762267219734528',nikki 217   wonderrwoman flounder is just a buzz kill  arial cannot be tamed   fucksafety,0,hurricane,nikki 217 wonderrwoman flounder is just a buzz kill arial cannot be tamed fucksafety,nikki 217 wonderrwoman flounder is just a buzz kill arial cannot be tamed fucksafety,nikki 217 wonderrwoman flounder is just a buzz kill arial cannot be tame fucksafeti
'262954891096494081',xstrology   aries cannot stand stagnant relationships  if shit gets boring they will wander,0,hurricane,xstrology aries cannot stand stagnant relationships if shit gets boring they will wander,xstrology aries cannot stand stagnant relationship if shit get boring they will wander,xstrolog ari cannot stand stagnant relationship if shit get bore they will wander
'263325109706702848',jikankun  manapuddingfox no power in town  both doing fine  driving sucks,1,hurricane,jikankun manapuddingfox no power in town both doing fine driving sucks,jikankun manapuddingfox no power in town both doing fine driving suck,jikankun manapuddingfox no power in town both do fine drive suck
'262633993449664512',they can just throw me a couple hundred,0,hurricane,they can just throw me a couple hundred,they can just throw me a couple hundred,they can just throw me a coupl hundr
'263326119359561728',lots of people out in  bayridge  brooklyn checking out the storm damage   sandy  sandyaftermath,1,hurricane,lots of people out in bayridge brooklyn checking out the storm damage sandy sandyaftermath,lot of people out in bayridge brooklyn checking out the storm damage sandy sandyaftermath,lot of peopl out in bayridg brooklyn check out the storm damag sandi sandyaftermath
'263390086979260416',about to beg my mom to let me throw down,0,hurricane,about to beg my mom to let me throw down,about to beg my mom to let me throw down,about to beg my mom to let me throw down
'263284448395665408',no power  out driving the jeep and charging my phone  trees down  does not look like are getting power anytime soon,2,hurricane,no power out driving the jeep and charging my phone trees down does not look like are getting power anytime soon,no power out driving the jeep and charging my phone tree down doe not look like are getting power anytime soon,no power out drive the jeep and charg my phone tree down doe not look like are get power anytim soon
'262700804262211585',first day of  nnguw sta ed with mobile websites and apps today  so far so good,0,hurricane,first day of nnguw sta ed with mobile websites and apps today so far so good,first day of nnguw sta ed with mobile website and apps today so far so good,first day of nnguw sta ed with mobil websit and app today so far so good
'262630144806629377',the hurricane updates are most interesting than the jets games,1,hurricane,the hurricane updates are most interesting than the jets games,the hurricane update are most interesting than the jet game,the hurrican updat are most interest than the jet game
'263047016593125376',mikesvehla come to bayonne son,0,hurricane,mikesvehla come to bayonne son,mikesvehla come to bayonne son,mikesvehla come to bayonn son
'262538690679681024',marcus lattimore man prayers up for u man keep fighting south carolina  21 shyt was terrifying espi ally if you are a football playerlike me,0,hurricane,marcus lattimore man prayers up for u man keep fighting south carolina 21 shyt was terrifying espi ally if you are a football playerlike me,marcus lattimore man prayer up for u man keep fighting south carolina 21 shyt wa terrifying espi ally if you are a football playerlike me,marcu lattimor man prayer up for u man keep fight south carolina 21 shyt wa terrifi espi alli if you are a footbal playerlik me
'262807854363332608',i should of went to a hurricane sandy pa y  i m so bored i m tweeetin my biscuits off over here  bored  awake,2,hurricane,i should of went to a hurricane sandy pa y i m so bored i m tweeetin my biscuits off over here bored awake,i should of went to a hurricane sandy pa y i m so bored i m tweeetin my biscuit off over here bored awake,i should of went to a hurrican sandi pa y i m so bore i m tweeetin my biscuit off over here bore awak
'262974991694446592',henryedmondson the big bear was on pix11 news and got interviewed,0,hurricane,henryedmondson the big bear was on pix11 news and got interviewed,henryedmondson the big bear wa on pix11 news and got interviewed,henryedmondson the big bear wa on pix11 news and got interview
'263079317855141889',no power  no problem   blackout  sandy  eastvillagenyc  newyork  hurricanecowboys    east village,1,hurricane,no power no problem blackout sandy eastvillagenyc newyork hurricanecowboys east village,no power no problem blackout sandy eastvillagenyc newyork hurricanecowboys east village,no power no problem blackout sandi eastvillagenyc newyork hurricanecowboy east villag
'262731259271335937',bree cass this is from rob bc he doesn t have a sma phone at my house  coookkkieeeeeee,0,hurricane,bree cass this is from rob bc he doesn t have a sma phone at my house coookkkieeeeeee,bree ca this is from rob bc he doesn t have a sma phone at my house coookkkieeeeeee,bree cass thi is from rob bc he doesn t have a sma phone at my hous coookkkieeeeee
'263060018604171264',toodopekay  yea lets hope it pass us quick,2,hurricane,toodopekay yea lets hope it pass us quick,toodopekay yea let hope it pas u quick,toodopekay yea let hope it pass us quick
'262699097545375744',sirenasmaster well we shall see lol   i aint worried i leave it to god,0,hurricane,sirenasmaster well we shall see lol i aint worried i leave it to god,sirenasmaster well we shall see lol i aint worried i leave it to god,sirenasmast well we shall see lol i aint worri i leav it to god
'262676215884824576',watching tv nd textin my best friend,0,hurricane,watching tv nd textin my best friend,watching tv nd textin my best friend,watch tv nd textin my best friend
'262955065843785728',valerie mia how is it by you valerie  it s really windy over here,1,hurricane,valerie mia how is it by you valerie it s really windy over here,valerie mia how is it by you valerie it s really windy over here,valeri mia how is it by you valeri it s realli windi over here
'263029063462055936',the lady on channel 4 news looks like  jekkkkax3 s mom,0,hurricane,the lady on channel 4 news looks like jekkkkax3 s mom,the lady on channel 4 news look like jekkkkax3 s mom,the ladi on channel 4 news look like jekkkkax3 s mom
'262887647893151745',hi cav vmt wow    havetoacemysatexam     better get it while u can,0,hurricane,hi cav vmt wow havetoacemysatexam better get it while u can,hi cav vmt wow havetoacemysatexam better get it while u can,hi cav vmt wow havetoacemysatexam better get it while u can
'262411331427241984',in love with my bed except for the fact that every move you make something squeaks  thestruggle,0,hurricane,in love with my bed except for the fact that every move you make something squeaks thestruggle,in love with my bed except for the fact that every move you make something squeak thestruggle,in love with my bed except for the fact that everi move you make someth squeak thestruggl
'263401491694493696',fxq ya feelins u good nobody gon see lmfao,0,hurricane,fxq ya feelins u good nobody gon see lmfao,fxq ya feelins u good nobody gon see lmfao,fxq ya feelin u good nobodi gon see lmfao
'262451838903803905',no normal people leave the airpo  this early,0,hurricane,no normal people leave the airpo this early,no normal people leave the airpo this early,no normal peopl leav the airpo thi earli
'262614239242510336',hurricane sandy can suck it,2,hurricane,hurricane sandy can suck it,hurricane sandy can suck it,hurrican sandi can suck it
'262989476702326787',frankenstorm  more like zombie apocalypse   at manhattan   pic,1,hurricane,frankenstorm more like zombie apocalypse at manhattan pic,frankenstorm more like zombie apocalypse at manhattan pic,frankenstorm more like zombi apocalyps at manhattan pic
